Run,Activation,Optimizer,Dropout,L1_reg,L2_reg,Val_Accuracy,Val_Loss,Test_Accuracy,Test_Loss
4,relu,rmsprop,0.3,,,0.9271666407585144,0.222901850938797,0.9120000004768372,0.2493358850479126
40,LeakyReLU,adam,0.5,,,0.9256666898727417,0.2176758348941803,0.9128000140190125,0.23796269297599792
13,relu,rmsprop,0.5,,,0.922166645526886,0.23052245378494263,0.9047999978065491,0.25899380445480347
31,LeakyReLU,adam,0.3,,,0.921833336353302,0.22633479535579681,0.9121999740600586,0.2447367012500763
22,LeakyReLU,adam,,,,0.9203333258628845,0.24093203246593475,0.9108999967575073,0.2614412009716034
23,LeakyReLU,adam,,,0.001,0.9194999933242798,0.3312685191631317,0.9088000059127808,0.3556884527206421
32,LeakyReLU,adam,0.3,,0.001,0.9144999980926514,0.3739742040634155,0.902999997138977,0.39877134561538696
5,relu,rmsprop,0.3,,0.001,0.9139999747276306,0.34330493211746216,0.9042999744415283,0.37037062644958496
14,relu,rmsprop,0.5,,0.001,0.9133333563804626,0.364938884973526,0.9032999873161316,0.38965633511543274
24,LeakyReLU,adam,,,0.005,0.8884999752044678,0.4295862913131714,0.8704000115394592,0.4581815302371979
33,LeakyReLU,adam,0.3,,0.005,0.8861666917800903,0.46336668729782104,0.8766000270843506,0.4811551868915558
15,relu,rmsprop,0.5,,0.005,0.8859999775886536,0.45954573154449463,0.8766999840736389,0.4827480614185333
6,relu,rmsprop,0.3,,0.005,0.8853333592414856,0.43116918206214905,0.8769000172615051,0.4526475667953491
34,LeakyReLU,adam,0.3,0.001,,0.8776666522026062,0.8525517582893372,0.8730999827384949,0.866173267364502
25,LeakyReLU,adam,,0.001,,0.8763333559036255,0.7197994589805603,0.864300012588501,0.7412856221199036
26,LeakyReLU,adam,,0.001,0.001,0.8755000233650208,0.7081615924835205,0.8637999892234802,0.7383601665496826
7,relu,rmsprop,0.3,0.001,,0.8706666827201843,1.3524917364120483,0.8557000160217285,1.3783372640609741
35,LeakyReLU,adam,0.3,0.001,0.001,0.8696666955947876,0.8316075801849365,0.8503000140190125,0.8638660907745361
8,relu,rmsprop,0.3,0.001,0.001,0.8676666617393494,1.3417840003967285,0.8572999835014343,1.3630174398422241
27,LeakyReLU,adam,,0.001,0.005,0.8671666383743286,0.7325890064239502,0.859000027179718,0.7524305582046509
36,LeakyReLU,adam,0.3,0.001,0.005,0.8666666746139526,0.8131535649299622,0.8550999760627747,0.842703104019165
16,relu,rmsprop,0.5,0.001,,0.8636666536331177,1.386522650718689,0.8561999797821045,1.413268804550171
17,relu,rmsprop,0.5,0.001,0.001,0.8598333597183228,1.3985342979431152,0.8500999808311462,1.4186995029449463
9,relu,rmsprop,0.3,0.001,0.005,0.8566666841506958,1.3832508325576782,0.8495000004768372,1.4108365774154663
1,relu,rmsprop,,0.005,,0.843500018119812,4.605250358581543,0.8259000182151794,4.625641345977783
18,relu,rmsprop,0.5,0.001,0.005,0.8433333039283752,1.4153902530670166,0.8330000042915344,1.4396281242370605
30,LeakyReLU,adam,,0.005,0.005,0.8420000076293945,1.6335399150848389,0.8313000202178955,1.6514354944229126
3,relu,rmsprop,,0.005,0.005,0.8411666750907898,4.748996257781982,0.8256999850273132,4.778867721557617
28,LeakyReLU,adam,,0.005,,0.8396666646003723,1.5785682201385498,0.8174999952316284,1.6070455312728882
38,LeakyReLU,adam,0.3,0.005,0.001,0.8391666412353516,1.8072232007980347,0.8248999714851379,1.8342691659927368
10,relu,rmsprop,0.3,0.005,,0.8361666798591614,4.712486743927002,0.8223999738693237,4.735914707183838
37,LeakyReLU,adam,0.3,0.005,,0.8349999785423279,1.6918914318084717,0.8185999989509583,1.7175730466842651
2,relu,rmsprop,,0.005,0.001,0.8330000042915344,4.703515529632568,0.8137999773025513,4.73615837097168
11,relu,rmsprop,0.3,0.005,0.001,0.8286666870117188,4.812048435211182,0.8248000144958496,4.828172206878662
29,LeakyReLU,adam,,0.005,0.001,0.8273333311080933,1.6369855403900146,0.8120999932289124,1.6744647026062012
12,relu,rmsprop,0.3,0.005,0.005,0.8264999985694885,4.824554920196533,0.8119000196456909,4.853013515472412
19,relu,rmsprop,0.5,0.005,,0.8180000185966492,4.759313583374023,0.8052999973297119,4.783491611480713
39,LeakyReLU,adam,0.3,0.005,0.005,0.8134999871253967,1.8802947998046875,0.8008000254631042,1.9030976295471191
21,relu,rmsprop,0.5,0.005,0.005,0.812666654586792,4.898812294006348,0.8008000254631042,4.91884183883667
20,relu,rmsprop,0.5,0.005,0.001,0.8096666932106018,4.878732681274414,0.7961000204086304,4.903749465942383
