Run,Activation,Optimizer,Dropout,L1_reg,L2_reg,Val_Accuracy,Val_Loss,Test_Accuracy,Test_Loss
159,LeakyReLU,sgd,0.2,0.001,0.005,0.7319999933242798,12.212579727172852,0.7153000235557556,12.234582901000977
80,relu,rmsprop,,0.005,0.001,0.7319999933242798,1.9900494813919067,0.7181000113487244,2.0170934200286865
188,LeakyReLU,rmsprop,,0.005,0.001,0.7318333387374878,1.941983938217163,0.7149999737739563,1.9740408658981323
162,LeakyReLU,sgd,0.2,0.005,0.005,0.7318333387374878,29.45548439025879,0.718999981880188,29.472822189331055
96,relu,rmsprop,0.3,0.001,0.005,0.7316666841506958,1.3845971822738647,0.7189000248908997,1.4157674312591553
189,LeakyReLU,rmsprop,,0.005,0.005,0.7316666841506958,1.940055012702942,0.7168999910354614,1.9608144760131836
306,tanh,rmsprop,0.2,0.005,0.005,0.7315000295639038,1.9146902561187744,0.7235000133514404,1.93571937084198
154,LeakyReLU,sgd,0.2,,,0.7315000295639038,0.769002377986908,0.7174999713897705,0.7894123196601868
26,relu,adam,0.3,0.005,0.001,0.7303333282470703,1.5270107984542847,0.7186999917030334,1.5460829734802246
234,tanh,adam,0.2,0.005,0.005,0.7303333282470703,1.456098198890686,0.7197999954223633,1.4811980724334717
